No,G,N,E,O,A,C,T,RF,WHR,RHL,REF,REL,REH,RNO,RNL,RHO,RML,RTC,RJ1,RJ2,RJ3,RJ4,RUI,RBL,RBH,RWH,RWM,RMW,RMH,RNM,RNF,RMF
2015111305,0,38,25,29,37,55,5,1.0584,2.0499,3.8247,0.4332,0.166,0.0459,0.5882,0.34600000000000003,0.1923,0.4471,0.3415,0.8173,0.6875,0.5,0.2789,0.1333,0.132,0.3452,2.7682,2.36,0.3414,0.1272,0.2803,0.6268,0.3415
2015111323,1,50,40,55,39,40,3,1.0838,2.0325,4.0139,0.469,0.1852,0.05,0.6667,0.35,0.2153,0.4407,0.3,0.7689,0.6459999999999999,0.4459,0.2465,0.1666,0.1276,0.3469,2.9452,2.0025,0.3694,0.1667,0.2833,0.6166,0.3
2015111327,1,-16,48,35,51,49,4,1.0596,1.9502,3.0669999999999997,0.4374,0.1767,0.0611,0.5926,0.3575,0.1999,0.4526,0.2793,0.8247,0.6749,0.4749,0.2499,0.1492,0.1406,0.3567,2.6874,2.1667,0.3874,0.1589,0.278,0.5567,0.2793
2015112105,1,-4,67,50,52,94,5,1.0967,2.0403,3.0185,0.4513,0.1775,0.0645,0.5263,0.4085,0.196,0.4448,0.2795,0.7648,0.6276,0.4317,0.2352,0.2154,0.1405,0.325,2.5364,3.4059,0.3926,0.1075,0.1947,0.495,0.2795
2015112203,1,12,51,48,14,64,5,0.9437,1.8617,2.7669,0.4806,0.1843,0.0629,0.5128,0.3467,0.1884,0.4633,0.32,0.8584,0.7258,0.5278,0.2921,0.1957,0.1275,0.3496,2.5889,1.9375,0.3579,0.1422,0.2667,0.5956,0.32
2015112218,1,-13,50,42,67,54,4,1.0717,2.0337,3.5307,0.4532,0.177,0.0537,0.6074,0.3664,0.2076,0.4677,0.27699999999999997,0.8056,0.6392,0.4316,0.2159,0.16399999999999998,0.1314,0.3392,2.7655,2.7152,0.3652,0.1245,0.2593,0.5363,0.27699999999999997
2015112304,1,4,54,11,49,69,5,1.0493,1.9254,4.5059,0.4599,0.1726,0.0402,0.4816,0.3895,0.1788,0.4653,0.2817,0.8176,0.6769,0.4726,0.2554,0.1809,0.1213,0.3198,2.7654,2.8571,0.3065,0.0938,0.256,0.5508,0.2817
2015112305,0,53,8,-17,-4,11,1,0.9647,1.7826,4.2215,0.4771,0.1879,0.0429,0.5997,0.3706,0.2304,0.4414,0.2862,0.7901,0.6473,0.4607,0.2522,0.1743,0.1437,0.3685,2.4737,2.1489,0.3727,0.1378,0.2433,0.54,0.2862
2015112309,1,43,12,12,53,51,4,1.0404,1.9993,3.135,0.4677,0.1628,0.054000000000000006,0.5778,0.3515,0.1952,0.4368,0.311,0.8052,0.6883,0.4805,0.2597,0.2381,0.1444,0.3172,2.2848,2.0896,0.3376,0.1358,0.2571,0.5811,0.311
2015112325,1,25,46,44,59,29,4,1.1002,2.0657,2.7782,0.43200000000000005,0.1682,0.0666,0.5920000000000001,0.3667,0.1973,0.4406,0.2836,0.7876,0.6667,0.4695,0.2422,0.22699999999999998,0.142,0.3112,2.4112,3.1279,0.3494,0.1013,0.2498,0.5331,0.2836
2015114102,0,17,44,-1,41,50,5,0.9579,1.7955,3.04,0.475,0.1752,0.0552,0.5333,0.3592,0.2,0.4459,0.2996,0.8,0.6626,0.4876,0.2625,0.1846,0.139,0.3328,2.2929,2.0015,0.3752,0.1556,0.2754,0.5868,0.2996
2015114113,1,51,22,60,23,34,3,1.072,2.0312,2.7613,0.4403,0.1649,0.064,0.4783,0.368,0.1642,0.4488,0.35200000000000004,0.8358,0.6866,0.4925,0.2691,0.1886,0.1227,0.3231,2.8222,2.5754,0.3284,0.11199999999999999,0.272,0.624,0.35200000000000004
2015114125,1,59,35,25,15,51,1,1.1354,2.1492,2.8472,0.4325,0.179,0.0714,0.4828,0.3745,0.1592,0.455,0.2966,0.8302,0.6944,0.4777,0.2499,0.2175,0.1365,0.3069,2.5519,2.0843,0.3072,0.1423,0.2461,0.5424,0.2966
2015114201,0,23,46,26,26,29,2,1.0214,2.0,3.0949,0.4277,0.1596,0.0527,0.5664,0.3405,0.1888,0.4728,0.3257,0.8692,0.7390000000000001,0.5221,0.2755,0.2005,0.1687,0.3268,1.9793,3.2558,0.392,0.1046,0.281,0.6071,0.3257
2015114202,1,42,44,49,22,57,5,0.9622,1.9349,2.4879,0.4494,0.17,0.0658,0.4848,0.3567,0.1798,0.4558,0.3135,0.8317,0.6969,0.5057,0.2699,0.2468,0.1086,0.2921,2.5871,2.0769,0.3708,0.1405,0.2378,0.5621,0.3135
2015121119,1,22,17,28,41,60,5,1.1111,2.0278,3.0043,0.4467,0.1803,0.0667,0.5196,0.3707,0.1733,0.4475,0.3263,0.8133,0.68,0.4933,0.267,0.1774,0.1314,0.3432,2.9034,1.8922,0.28,0.1333,0.2671,0.5933,0.3263
2015121124,1,34,28,51,35,50,3,0.9741,1.8463,2.804,0.4727,0.1938,0.0673,0.5169,0.3869,0.2053,0.4512,0.2533,0.7939,0.657,0.4654,0.2464,0.1743,0.1526,0.3593,2.2939,1.8,0.3014,0.1333,0.24,0.5066,0.2533
2015121131,1,18,27,-8,20,45,5,1.0987,2.0952,3.0559,0.4438,0.1751,0.0629,0.5806,0.3827,0.2022,0.4704,0.2963,0.8428,0.6855,0.4831,0.2697,0.1672,0.1241,0.3373,2.9866,3.0021,0.3597,0.1111,0.2349,0.531,0.2963
2015122107,1,62,78,21,56,15,2,1.0598,2.0977,2.987,0.4559,0.1654,0.0587,0.5515,0.3378,0.1758,0.4455,0.337,0.8141,0.6594,0.4726,0.2524,0.2025,0.1399,0.3294,2.4957,2.3557,0.3516,0.1284,0.244,0.581,0.337
2015122202,1,-17,56,34,32,88,5,1.1440000000000001,2.2233,3.5151,0.4189,0.1583,0.0515,0.5257,0.3618,0.1663,0.4434,0.3474,0.8221,0.6958,0.5058,0.2532,0.1636,0.1196,0.3244,3.1019,2.1231,0.2807,0.1166,0.2497,0.5958,0.3474
2015122210,1,77,20,46,-7,59,1,0.9854,1.9068,2.4334,0.4713,0.1911,0.0774,0.5289,0.3915,0.2101,0.4502,0.2976,0.7994,0.6548,0.4574,0.2459,0.1917,0.1426,0.3389,2.3422,2.8021,0.3656,0.1089,0.2062,0.5134,0.2976
2015122216,1,68,17,19,34,40,1,1.2047,2.3877,3.6695,0.4022,0.1637,0.0537,0.5748,0.3493,0.1667,0.4675,0.3064,0.8478,0.6811,0.4642,0.2393,0.1416,0.1359,0.3301,2.9265,2.3984,0.3116,0.1311,0.2705,0.5854,0.3064
2015122217,1,-6,17,26,52,42,4,1.1247,2.2304,3.9195,0.4617,0.1843,0.0529,0.6664,0.3462,0.2051,0.4535,0.3462,0.8207,0.6754,0.4702,0.2479,0.2143,0.1254,0.3313,2.9712,2.3582,0.3419,0.1346,0.2788,0.6249,0.3462
2015122222,0,18,8,29,41,37,4,0.987,2.1103,4.2793,0.4211,0.1453,0.0335,0.6412,0.3247,0.2109,0.4622,0.3509,0.8421,0.6974,0.5132,0.2895,0.1754,0.1327,0.3103,2.3077,2.0,0.3555,0.1429,0.2601,0.6234,0.3509
2015122224,1,42,17,2,22,1,1,1.067,1.9445,2.6922,0.47200000000000003,0.1915,0.0759,0.5843,0.361,0.1977,0.4434,0.2709,0.7766,0.6362,0.4526,0.2539,0.2207,0.1212,0.3242,2.8552,2.0,0.3546,0.151,0.3009,0.5868,0.2709
2015124101,1,79,30,2,-6,10,1,1.0011,2.0216,3.2833,0.4368,0.159,0.0485,0.5755,0.3477,0.1999,0.4423,0.3262,0.7987,0.6619,0.4622,0.2416,0.2221,0.1182,0.2958,2.505,2.0828,0.3153,0.1266,0.2428,0.5793,0.3262
2015124108,1,21,14,4,41,33,4,1.0182,1.837,3.0682,0.4843,0.1915,0.0635,0.5477,0.3924,0.2111,0.4439,0.2656,0.7828,0.6214,0.4286,0.2236,0.1813,0.1378,0.3512,2.5955,2.302,0.3479,0.1266,0.2466,0.5122,0.2656
2015124113,1,26,7,18,-14,24,1,0.986,1.8921,3.2922,0.4366,0.1623,0.0486,0.4615,0.361,0.16899999999999998,0.4375,0.3197,0.7887,0.6339,0.4366,0.2398,0.2,0.1145,0.3111,2.6789,1.5455,0.3242,0.1527,0.2781,0.5977,0.3197
2015124130,1,34,55,45,48,44,2,0.9528,2.0,3.0643,0.4629,0.1781,0.0554,0.5698,0.3464,0.2072,0.4721,0.3305,0.8597,0.7194,0.5124,0.2648,0.1922,0.1413,0.3526,2.378,2.3324,0.4051,0.1419,0.2445,0.6065,0.3305
2015124204,1,30,52,25,11,48,2,0.9598,1.8725,2.4683,0.4477,0.1726,0.0671,0.5015,0.364,0.1902,0.4652,0.2814,0.8439,0.6889,0.4824,0.2583,0.2082,0.1506,0.3293,2.0995,2.25,0.3616,0.1322,0.2644,0.5621,0.2814
2015124214,1,71,-26,29,60,18,1,1.0545,1.9777,2.9871,0.4468,0.1741,0.0615,0.5586,0.3773,0.1999,0.4515,0.2772,0.7831,0.6374,0.4353,0.2229,0.1731,0.1135,0.3263,3.0322,2.2484,0.3492,0.1334,0.2557,0.5659,0.2772
2015124301,1,38,82,34,70,47,2,0.9092,1.8003,3.1842,0.4726,0.1737,0.0496,0.5238,0.3471,0.2,0.4554,0.314,0.8364,0.7090000000000001,0.509,0.2727,0.1351,0.1753,0.3619,1.8769999999999998,1.8792,0.3459,0.1322,0.265,0.5953,0.314
2015124305,1,13,25,25,44,69,5,1.1992,2.2221,2.826,0.402,0.1685,0.0715,0.4846,0.3881,0.1568,0.4566,0.2941,0.794,0.6372,0.4313,0.2254,0.2028,0.1087,0.3089,3.4095,3.1111,0.3334,0.1058,0.2351,0.5408,0.2941
2015124310,1,31,0,11,52,30,4,1.1293,2.2776,3.0516,0.4218,0.1694,0.0627,0.5782,0.3535,0.18100000000000002,0.4517,0.3402,0.8191,0.6627,0.4702,0.2531,0.1343,0.1492,0.3517,2.6617,1.9177,0.302,0.1496,0.2587,0.6125,0.3402
2015124315,1,73,7,40,-2,27,1,1.2055,2.219,3.2882,0.4268,0.1604,0.0588,0.5211,0.3678,0.159,0.4418,0.2797,0.7805,0.6346,0.4397,0.23199999999999998,0.2006,0.1331,0.3173,2.8733,2.4545,0.3301,0.1323,0.2503,0.53,0.2797
2015124323,1,0,59,36,37,50,2,0.9932,1.8539,2.8804,0.4586,0.1665,0.0574,0.5384,0.3937,0.2134,0.4654,0.273,0.8233,0.6808,0.4674,0.2438,0.1718,0.1494,0.3442,2.2885,3.5573,0.3858,0.0907,0.2328,0.5158,0.273
2015124326,1,41,13,7,20,58,5,1.0921,2.1539,2.9648,0.4314,0.1646,0.0606,0.5212,0.3436,0.16399999999999998,0.4382,0.3287,0.7791,0.6561,0.4649,0.2323,0.2238,0.1437,0.3118,2.3699,1.5921,0.2737,0.15,0.2537,0.5972,0.3287
2015124417,1,15,5,37,17,69,5,1.0471,2.1429,3.4207,0.4476,0.1682,0.0515,0.6152,0.3348,0.1967,0.4438,0.345,0.7953,0.6639,0.4757,0.2546,0.1761,0.1521,0.335,2.3063,2.0586,0.3533,0.1462,0.2666,0.6201,0.345
2015125111,1,26,6,45,18,64,5,1.0377,2.0624,2.8723,0.4627,0.1724,0.0623,0.5232,0.3703,0.1867,0.4519,0.3172,0.7994,0.6543,0.4583,0.2461,0.1791,0.1104,0.3319,3.1182,2.1333,0.3226,0.1321,0.2291,0.5463,0.3172
2015125123,1,63,23,22,29,37,1,1.0945,2.0179,3.1624,0.4654,0.1658,0.0574,0.5498,0.3775,0.1896,0.4372,0.2737,0.7672,0.6378,0.4568,0.2413,0.1687,0.1389,0.3407,2.6857,2.1344,0.3362,0.1415,0.2455,0.5286,0.2737
2015125224,1,13,85,23,48,44,2,1.0834,2.0851,3.21,0.4111,0.1574,0.0531,0.512,0.3756,0.1775,0.4477,0.3231,0.8141,0.6691,0.4675,0.2418,0.1958,0.0921,0.2987,3.5137,1.9237,0.2742,0.1226,0.2532,0.5851,0.3231
2015125226,1,23,63,35,57,59,2,1.0727,2.0028,3.7885,0.4398,0.1739,0.0492,0.5211,0.3999,0.1943,0.4443,0.3041,0.7759999999999999,0.6273,0.4331,0.2402,0.207,0.1016,0.3146,3.3219,2.8607,0.3588,0.1119,0.2243,0.5284,0.3041
2015125314,1,46,41,23,14,34,1,1.1223,2.1653,3.3373,0.4411,0.1693,0.0569,0.5525,0.3587,0.1766,0.451,0.3112,0.8148,0.6805,0.4871,0.252,0.1734,0.1235,0.3412,3.1009,2.9066,0.3444,0.1135,0.2654,0.5762,0.3112
2015131101,0,14,29,19,61,51,4,0.8681,1.6853,3.0,0.4744,0.1779,0.0515,0.6081,0.3386,0.2372,0.4594,0.2798,0.8131,0.6776,0.4743,0.2716,0.1458,0.159,0.3557,1.9423,2.0,0.3223,0.1176,0.2794,0.5884,0.2798
2015131105,0,39,22,26,38,16,1,1.0316,2.1657,3.8,0.4468,0.1439,0.0391,0.5263,0.2968,0.1514,0.465,0.3281,0.8331,0.6968,0.4998,0.273,0.2075,0.1747,0.3213,1.8974,1.9,0.3483,0.1562,0.2972,0.6407,0.3281
2015131120,1,55,-2,-3,31,27,1,1.1334,2.1411,3.7666,0.4217,0.1505,0.0453,0.5596,0.3678,0.1816,0.457,0.3087,0.8305,0.7005,0.493,0.2597,0.2165,0.1363,0.3053,2.5392,3.0034,0.3245,0.1029,0.2516,0.5594,0.3087
2015131233,0,86,4,-9,32,-9,1,1.0548,2.0713,2.5521,0.4414,0.1781,0.0736,0.5254,0.3754,0.187,0.4325,0.3397,0.7958,0.6604,0.4743,0.2708,0.1699,0.1168,0.3312,2.991,2.7996,0.3559,0.1086,0.2143,0.5535,0.3397
2015131327,1,-1,32,23,39,79,5,1.1563,2.1634,2.8167,0.4467,0.1739,0.0714,0.5385,0.3696,0.1721,0.449,0.285,0.8033,0.6393,0.4183,0.2137,0.1666,0.1238,0.32799999999999996,3.0623,2.5714,0.3524,0.1327,0.2566,0.5402,0.285
2015131405,0,65,5,14,-16,20,1,1.1497,2.291,3.3381,0.3968,0.1633,0.0562,0.5789,0.3563,0.1794,0.4511,0.3251,0.8207,0.6848,0.4838,0.2556,0.2015,0.1344,0.3151,2.6961,2.9932,0.2828,0.0877,0.2437,0.5624,0.3251
2015131518,0,102,39,33,-2,18,1,1.1225,2.1751,4.2,0.4297,0.1641,0.0438,0.6053,0.3333,0.1797,0.4336,0.3425,0.7734,0.6329,0.4456,0.2345,0.1556,0.161,0.3463,2.4149,2.1296,0.3048,0.1318,0.2632,0.6054,0.3425
2015131527,0,66,25,6,6,80,5,1.1347,2.2127,3.5228,0.4314,0.1574,0.0507,0.6391,0.33,0.1859,0.4567,0.3218,0.8399,0.6861,0.4928,0.2668,0.1801,0.1536,0.3306,2.4413,3.1408,0.3646,0.1111,0.2845,0.6064,0.3218
2015132114,0,14,35,29,15,57,5,1.0532,1.9515,3.8105,0.4207,0.1599,0.0442,0.4897,0.3628,0.1687,0.4738,0.3369,0.8735,0.7222,0.521,0.2781,0.1717,0.1266,0.3245,2.7009,3.6937,0.3624,0.0888,0.2742,0.6027,0.3369
2015132119,0,-27,9,41,17,93,5,1.0164,1.8535,4.2368,0.4532,0.1627,0.039,0.5348,0.3733,0.1964,0.4519,0.2883,0.8107,0.6655,0.4863,0.273,0.20199999999999999,0.1406,0.3289,2.3772,2.2672,0.3247,0.1226,0.2615,0.5583,0.2883
2015132131,1,59,20,2,16,17,1,1.1111,1.9169,3.4444,0.4643,0.1752,0.0565,0.5385,0.4127,0.2,0.4476,0.2857,0.7858,0.6573,0.4571,0.2429,0.1929,0.0966,0.3289,3.7833,3.6667,0.3714,0.0952,0.2545,0.5399,0.2857
2015132209,1,46,22,23,44,50,5,1.1905,2.3724,3.5015,0.4548,0.1733,0.0589,0.6947,0.3513,0.205,0.4715,0.3225,0.8604,0.7048,0.4998,0.2623,0.1836,0.1376,0.3301,2.8563,3.0009,0.3934,0.1366,0.2636,0.5861,0.3225
2015132225,0,34,80,36,50,31,2,1.0063,1.9993,3.375,0.4683,0.1709,0.0509,0.6395,0.3187,0.2025,0.4636,0.3448,0.8227,0.6583,0.4683,0.2405,0.1846,0.1501,0.3403,2.282,1.6873,0.3417,0.1661,0.2929,0.6373,0.3448
2015136305,0,3,62,8,56,88,5,1.0052,1.9376,3.3834,0.4612,0.1678,0.0499,0.6213,0.3363,0.2079,0.4495,0.3079,0.7993,0.6373,0.4437,0.2394,0.2334,0.1388,0.3323,2.4061,2.3163,0.3769,0.1345,0.2869,0.5983,0.3079
2015136311,1,45,-3,10,65,42,4,1.0,1.9164,2.787,0.4517,0.1675,0.0601,0.5455,0.3548,0.1935,0.4527,0.2903,0.8065,0.6455,0.4625,0.2475,0.1579,0.1382,0.3452,2.4972,2.3654,0.3227,0.1183,0.259,0.5485,0.2903
2015136317,1,7,57,58,33,55,3,1.0242,1.9398,3.2046,0.4544,0.1627,0.052000000000000005,0.5196,0.3668,0.1861,0.44799999999999995,0.2979,0.8109,0.6656,0.4729,0.2534,0.1798,0.1471,0.3325,2.314,2.369,0.3615,0.1315,0.2633,0.575,0.2979
2015136404,1,17,43,53,51,74,5,1.1079,2.2003,3.5142,0.4254,0.1658,0.0523,0.6522,0.3802,0.2238,0.4566,0.314,0.8211,0.6864,0.4774,0.2541,0.1896,0.0999,0.3208,3.5588,2.375,0.3435,0.1322,0.19899999999999998,0.5292,0.314
2015136416,0,53,55,26,25,39,2,0.9926,1.9991,4.4,0.4348,0.1594,0.036000000000000004,0.5433,0.3452,0.18899999999999997,0.4571,0.3312,0.8262,0.6812,0.46399999999999997,0.2323,0.1492,0.1397,0.3341,2.3747,2.225,0.3481,0.1295,0.2306,0.5761,0.3312
2015136428,1,4,57,28,24,76,5,1.1128,2.2361,3.4061,0.4344,0.1698,0.0555,0.5847,0.3743,0.1967,0.4779,0.3112,0.8696,0.7137,0.4927,0.2627,0.2318,0.133,0.2998,2.5088,3.0046,0.3445,0.1094,0.2188,0.5205,0.3112
2015136512,0,53,36,11,23,36,1,1.0612,2.0817,3.5225,0.449,0.1689,0.0509,0.5812,0.3665,0.2007,0.4608,0.3076,0.8188,0.6674,0.4801,0.2565,0.2118,0.1206,0.3191,2.8084,2.2229,0.3555,0.14300000000000002,0.2343,0.5489,0.3076
2015136516,1,63,41,28,60,18,1,1.0746,1.9992,2.5315,0.4098,0.1621,0.0688,0.4612,0.3883,0.1667,0.44299999999999995,0.3138,0.7917,0.6389,0.4444,0.2361,0.1754,0.0976,0.3271,3.6007,2.114,0.3194,0.1343,0.2095,0.5373,0.3138
2015136523,1,10,63,17,48,39,2,1.0826,2.0573,2.8536,0.4623,0.1753,0.0665,0.5902,0.3617,0.1972,0.4542,0.2947,0.8168,0.6656,0.4537,0.2269,0.2036,0.1518,0.3287,2.3441,2.4931,0.3642,0.132,0.264,0.5577,0.2947
2015142101,1,23,23,4,30,79,5,1.0766,2.2153,2.9891,0.4089,0.1521,0.0548,0.5226,0.3201,0.1554,0.4588,0.3639,0.8175,0.6823,0.4864,0.2567,0.1931,0.1519,0.3212,2.2769999999999997,1.8897,0.2838,0.1309,0.2764,0.6474,0.3639
2015142212,0,9,32,9,21,24,2,1.0334,1.8458,3.1528,0.4192,0.1662,0.0545,0.5454,0.3668,0.1936,0.4501,0.2916,0.7901,0.6612,0.4757,0.2584,0.1737,0.1283,0.33,2.6574,2.2189,0.2986,0.1166,0.2753,0.5668,0.2916
2015146103,1,-3,82,36,47,53,2,1.0044,1.8488,2.93,0.4394,0.16699999999999998,0.0572,0.5111,0.3805,0.1936,0.4406,0.2521,0.7738,0.6288,0.4353,0.2339,0.2222,0.1464,0.3178,2.1795,1.9971,0.3067,0.1298,0.2353,0.503,0.2521
2015146110,1,20,38,26,43,67,5,1.1354,2.1172,4.4509,0.4794,0.1679,0.0428,0.5191,0.4015,0.1836,0.4483,0.2783,0.8091,0.6664,0.4693,0.2381,0.2049,0.1228,0.3304,3.0541,1.9979,0.3604,0.17,0.2244,0.5417,0.2783
2015146115,1,44,16,35,22,46,5,1.0162,2.0666,2.9545,0.4509,0.1723,0.0593,0.4979,0.3676,0.1801,0.4427,0.3179,0.8025,0.6552,0.4585,0.2456,0.2047,0.1032,0.3235,3.1849,1.7916,0.3128,0.1497,0.2335,0.5679,0.3179
2015146118,1,-3,75,48,49,47,2,0.883,1.7503,2.6764,0.4388,0.1683,0.0555,0.4286,0.3784,0.1836,0.4529,0.2703,0.7958,0.6329,0.4285,0.204,0.2368,0.1204,0.2976,2.1828,2.1573,0.2857,0.0919,0.217,0.5045,0.2703
2015146122,1,16,28,12,26,67,5,0.9558,1.8090000000000002,4.5064,0.5,0.1779,0.0377,0.5664,0.3775,0.2237,0.4572,0.2767,0.8294,0.6853,0.5007,0.2635,0.2193,0.153,0.33,2.0616,2.6689999999999996,0.3687,0.1132,0.2767,0.5534,0.2767
2015146126,1,36,-6,29,63,30,4,1.0392,1.8869,2.6312,0.4412,0.1783,0.0704,0.4999,0.3843,0.1849,0.4452,0.2546,0.7649,0.6051,0.4118,0.2017,0.2124,0.1324,0.3288,2.5817,1.7029,0.3109,0.1487,0.2447,0.5159,0.2546
2015146226,1,80,-10,-12,26,-4,1,1.048,2.0311,3.1341,0.4312,0.1696,0.0567,0.5198,0.3655,0.1813,0.4643,0.3012,0.8633,0.7115,0.4995,0.2573,0.1957,0.1508,0.3107,2.1581,2.8607,0.3478,0.1108,0.23800000000000002,0.5392,0.3012
2015146228,1,65,54,26,21,20,1,0.9999,1.9299,3.0161,0.4954,0.18100000000000002,0.06,0.5256,0.3669,0.1929,0.4803,0.3029,0.8540000000000001,0.6982,0.48700000000000004,0.2575,0.172,0.1261,0.3535,2.804,2.4977,0.3863,0.1288,0.2662,0.569,0.3029
2015148104,1,17,70,29,32,59,2,1.0838,1.9302,3.2015,0.4137,0.1745,0.0591,0.5493,0.3742,0.1896,0.43799999999999994,0.2803,0.7759,0.6034,0.4313,0.2241,0.2173,0.1064,0.3134,3.1935,2.2857,0.3275,0.1308,0.2616,0.5605,0.2803
2015148105,0,18,68,14,16,59,2,1.0326,1.952,3.4195,0.4516,0.1729,0.0522,0.5601,0.3527,0.1913,0.4565,0.3136,0.8359,0.6837,0.4937,0.2658,0.1745,0.1458,0.3316,2.3485,2.099,0.3297,0.1312,0.2875,0.6018,0.3136
2015148118,1,35,47,41,10,66,5,1.0684,1.944,2.5069999999999997,0.4642,0.1808,0.077,0.5011,0.397,0.1862,0.4505,0.2598,0.7716,0.629,0.4429,0.2289,0.2203,0.1154,0.3286,3.0411,3.0034,0.3573,0.1068,0.2136,0.4732,0.2598
2015148121,1,18,46,23,41,14,2,1.0334,2.0474,3.1769,0.429,0.1653,0.0538,0.5879,0.3414,0.1942,0.4442,0.3177,0.7993,0.6505,0.4532,0.2364,0.2006,0.1533,0.3202,2.1583,2.6219,0.3691,0.1238,0.2577,0.5753,0.3177
2015148123,1,15,50,59,36,46,3,1.0156,1.9414,2.397,0.4476,0.1806,0.0765,0.5,0.3636,0.179,0.4482,0.303,0.8056,0.6564,0.4625,0.2238,0.1818,0.1534,0.337,2.2312,1.8889,0.2984,0.1364,0.2576,0.5758,0.303
2015148129,1,31,37,29,19,63,5,1.0007,1.9293,2.6534,0.4331,0.1794,0.0676,0.4847,0.3781,0.1831,0.4612,0.2928,0.8162,0.67,0.475,0.2558,0.2205,0.1354,0.3246,2.3995,3.1275,0.3778,0.0975,0.2194,0.5121,0.2928
2015148207,0,26,6,26,34,28,4,0.9456,1.733,3.2475,0.4433,0.1666,0.0485,0.4839,0.3711,0.1899,0.457,0.252,0.7975,0.6337,0.469,0.253,0.1721,0.1591,0.3379,2.0081,2.099,0.3168,0.12,0.252,0.5159,0.252
2015151104,0,-7,3,35,-1,67,5,1.1189,2.2747,4.1025,0.4653,0.1751,0.0478,0.7047,0.3253,0.2049,0.466,0.3444,0.8466,0.7178,0.5128,0.2652,0.146,0.1668,0.3529,2.3675,2.501,0.3671,0.1337,0.2872,0.6315,0.3444
2015151122,1,9,25,-7,56,59,5,1.0639,2.1926,3.1667,0.4389,0.1666,0.055999999999999994,0.6111,0.3359,0.193,0.4522,0.3364,0.8086,0.6686,0.4574,0.2462,0.1752,0.1595,0.3406,2.2725,1.8439,0.3177,0.132,0.2799,0.617,0.3364
2015151518,0,19,91,28,12,71,2,1.0545,2.0555,4.3588,0.4553,0.1695,0.040999999999999995,0.5553,0.37,0.1948,0.4585,0.301,0.8052,0.6362,0.4414,0.2336,0.2,0.1102,0.3123,2.9889,2.5495,0.3509,0.1238,0.2187,0.5337,0.301
2015151520,1,17,35,34,46,29,4,1.0092,1.8969,4.2091,0.4821,0.1879,0.045,0.6,0.3604,0.2143,0.4584,0.2883,0.8393,0.6965,0.4821,0.25,0.1633,0.1472,0.3699,2.5366,3.6,0.3928,0.0901,0.2703,0.5766,0.2883
2015151527,1,8,49,42,27,45,2,1.2112,2.3436,3.2174,0.4579,0.1763,0.0664,0.6,0.3647,0.1807,0.4581,0.3223,0.8314,0.6626,0.4579,0.2292,0.1912,0.1436,0.3327,2.8061,3.125,0.3495,0.1167,0.248,0.5697,0.3223
2015151628,0,47,-16,10,33,27,1,1.0684,2.1142,3.0923,0.4616,0.1754,0.0606,0.6453,0.3366,0.2033,0.445,0.3171,0.7948,0.6465,0.4616,0.2583,0.1785,0.1317,0.3418,2.7723,2.0,0.3699,0.1585,0.2781,0.6146,0.3171
2015155121,0,38,29,15,16,42,5,1.0194,1.7934,2.93,0.4535,0.1671,0.0581,0.5789,0.3584,0.2036,0.4412,0.3024,0.7775,0.6292,0.4626,0.2591,0.2045,0.1104,0.3252,3.0017,2.1429,0.3331,0.1321,0.28300000000000003,0.5851,0.3024
2015155215,1,38,44,4,46,30,4,0.9876,2.0011,3.427,0.4529,0.1757,0.0506,0.5852,0.3461,0.2051,0.4961,0.3375,0.9146,0.7606,0.5384,0.2821,0.2334,0.11599999999999999,0.2965,2.5256,2.1884,0.3674,0.135,0.2786,0.6161,0.3375
2015155217,1,21,37,48,35,81,5,0.9749,1.9252,2.9998,0.4425,0.175,0.0569,0.4828,0.3624,0.1795,0.4581,0.3002,0.8208,0.6671,0.4494,0.2322,0.1746,0.134,0.3349,2.4359,2.1747,0.3726,0.138,0.225,0.5255,0.3002
2015155222,0,29,29,37,38,25,4,1.0526,2.0003,2.4375,0.4,0.1675,0.0723,0.5263,0.3333,0.1666,0.4424,0.3162,0.8172,0.6668,0.4669,0.2333,0.2127,0.1175,0.3112,2.7879,2.4659999999999997,0.3166,0.1067,0.2807,0.5967,0.3162
2015171116,1,19,65,52,13,53,2,1.0623,2.05,3.5493,0.48,0.1768,0.0529,0.619,0.3654,0.2129,0.4684,0.2966,0.8379,0.6903,0.4914,0.2585,0.1959,0.1198,0.3454,3.0627,3.0248,0.3668,0.1119,0.2628,0.5626,0.2966
2015173125,1,19,82,42,45,51,2,1.0309,1.8826,2.5521,0.4329,0.1733,0.07,0.52,0.3846,0.19399999999999998,0.4347,0.2923,0.7762,0.6268,0.4477,0.2388,0.2115,0.1254,0.3074,2.526,2.2902,0.2985,0.1077,0.2308,0.5231,0.2923
2015173203,0,44,-4,37,-8,53,5,1.1705,2.2226,4.7631,0.439,0.1548,0.038,0.6275,0.3333,0.1787,0.4518,0.3234,0.8296,0.6831,0.488,0.2601,0.1428,0.1584,0.342,2.5278,2.306,0.301,0.124,0.2854,0.6092,0.3234
2015173204,1,-19,60,35,64,36,4,1.1497,2.0892,2.9027,0.4519,0.1589,0.0629,0.5647,0.3623,0.1779,0.4458,0.2837,0.8079999999999999,0.6434,0.4519,0.2327,0.1802,0.1425,0.3425,2.763,2.75,0.3561,0.1259,0.2675,0.551,0.2837
